"local/unknown",2008-08-18T18:00:29+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:32+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:46+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:27:34+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"128.84.15.69",2015-02-11T13:13:12-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:12-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:12-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:13-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:13-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:13-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:13-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:14-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:13:14-08:00,11,"xss csrf id rfe lfi","COOKIE.__utmz%3D77627408.1417644240.2.2.utmcsr%253Dmalt.pw.usda.gov%257Cutmccn%253D%2528referral%2529%257Cutmcmd%253Dreferral%257Cutmcct%253D%252Ft3%252Fbd%252F","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.71",2015-02-11T13:36:23-08:00,0,"","","%2Ft3%2Fwheatplus%2F","147.49.40.140"
"128.84.15.69",2015-02-11T13:37:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fabout.php","147.49.40.140"
"128.84.15.71",2015-02-11T13:37:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Fsearch.php","147.49.40.140"
"128.84.127.184",2015-02-11T13:38:01-08:00,0,"","","%2Ft3%2Fwheatplus%2F","147.49.40.140"
"128.84.15.71",2015-02-11T13:38:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26uid%3D1005","147.49.40.140"
"128.84.127.184",2015-02-11T13:38:05-08:00,0,"","","%2Ft3%2Fwheatplus%2Fabout.php","147.49.40.140"
"128.84.15.71",2015-02-11T13:38:29-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26uid%3D1005%253C%253C","147.49.40.140"
"128.84.15.71",2015-02-11T13:39:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26uid%3D1005%253Cstart%253E","147.49.40.140"
"128.84.15.71",2015-02-11T13:39:52-08:00,16,"xss csrf id rfe lfi","REQUEST.uid%3D1005%253Cscript%253E+GET.uid%3D1005%253Cscript%253E","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26uid%3D1005%253Cscript%253E","147.49.40.140"
"128.84.15.71",2015-02-11T13:39:52-08:00,0,"","","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"66.249.79.114",2015-02-11T13:40:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarkers%26uid%3D1691","147.49.40.140"
"66.249.79.114",2015-02-11T13:41:30-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DMN03-32","147.49.40.140"
"128.84.15.69",2015-02-11T13:41:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.69",2015-02-11T13:42:04-08:00,0,"","","%2Ft3%2Fwheatplus%2F","147.49.40.140"
"66.249.79.106",2015-02-11T13:45:29-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1103","147.49.40.140"
"66.249.79.106",2015-02-11T13:47:28-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2662","147.49.40.140"
"128.84.15.71",2015-02-11T13:50:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Ffeedback2.php","147.49.40.140"
"128.84.15.71",2015-02-11T13:50:08-08:00,0,"","","%2Ft3%2Fwheatplus%2F","147.49.40.140"
"66.249.79.98",2015-02-11T13:51:17-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Freverse_pedigree.php%3Fline%3DMOREX","147.49.40.140"
"66.249.79.98",2015-02-11T13:52:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1012","147.49.40.140"
"66.249.79.114",2015-02-11T13:54:17-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DZ004D022E","147.49.40.140"
"66.249.79.98",2015-02-11T14:01:06-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10945","147.49.40.140"
"66.249.79.106",2015-02-11T14:04:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13588","147.49.40.140"
"66.249.79.114",2015-02-11T14:06:32-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DCI7117-77","147.49.40.140"
"66.249.79.106",2015-02-11T14:10:16-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2708","147.49.40.140"
"66.249.79.98",2015-02-11T14:14:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2699","147.49.40.140"
"66.249.79.98",2015-02-11T14:15:43-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3D03WA-195.8","147.49.40.140"
"66.249.79.106",2015-02-11T14:18:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9850","147.49.40.140"
"66.249.79.98",2015-02-11T14:22:29-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D578","147.49.40.140"
"66.249.79.106",2015-02-11T14:24:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4644","147.49.40.140"
"66.249.79.114",2015-02-11T14:25:22-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11051","147.49.40.140"
"66.249.79.106",2015-02-11T14:25:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D083O","147.49.40.140"
"66.249.79.106",2015-02-11T14:28:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D386","147.49.40.140"
"66.249.79.98",2015-02-11T14:28:58-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4835","147.49.40.140"
"66.249.79.114",2015-02-11T14:29:26-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DZ029Y051B","147.49.40.140"
"66.249.79.98",2015-02-11T14:30:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3708","147.49.40.140"
"66.249.79.106",2015-02-11T14:32:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8472","147.49.40.140"
"66.249.79.106",2015-02-11T14:34:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1946","147.49.40.140"
"66.249.79.106",2015-02-11T14:36:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DMOREX","147.49.40.140"
"66.249.79.114",2015-02-11T14:36:59-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13371","147.49.40.140"
"66.249.79.98",2015-02-11T14:39:19-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1209","147.49.40.140"
"66.249.79.114",2015-02-11T14:40:08-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2546","147.49.40.140"
"66.249.79.114",2015-02-11T14:41:02-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA96-44-318","147.49.40.140"
"66.249.79.98",2015-02-11T14:51:45-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DSM159","147.49.40.140"
"66.249.79.98",2015-02-11T14:53:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11052","147.49.40.140"
"66.249.79.106",2015-02-11T14:56:38-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D4760","147.49.40.140"
"66.249.79.106",2015-02-11T14:56:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5111","147.49.40.140"
"66.249.79.98",2015-02-11T14:57:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D477","147.49.40.140"
"66.249.79.98",2015-02-11T15:01:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8268","147.49.40.140"
"66.249.79.114",2015-02-11T15:01:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DCHERI","147.49.40.140"
"66.249.79.98",2015-02-11T15:06:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5533","147.49.40.140"
"66.249.79.114",2015-02-11T15:11:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2465","147.49.40.140"
"66.249.79.106",2015-02-11T15:12:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14405","147.49.40.140"
"66.249.79.106",2015-02-11T15:16:38-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3305","147.49.40.140"
"66.249.79.106",2015-02-11T15:17:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DAB06-TMP4","147.49.40.140"
"66.249.79.106",2015-02-11T15:18:14-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2720","147.49.40.140"
"66.249.79.98",2015-02-11T15:19:20-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12306","147.49.40.140"
"66.249.79.106",2015-02-11T15:19:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8921","147.49.40.140"
"66.249.79.106",2015-02-11T15:22:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DOR06-TMP9","147.49.40.140"
"66.249.79.98",2015-02-11T15:22:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12008","147.49.40.140"
"66.249.79.114",2015-02-11T15:25:45-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D911","147.49.40.140"
"66.249.79.114",2015-02-11T15:27:55-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12498","147.49.40.140"
"66.249.79.114",2015-02-11T15:28:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1380","147.49.40.140"
"66.249.79.106",2015-02-11T15:30:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3449","147.49.40.140"
"66.249.79.114",2015-02-11T15:31:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA92-42-46-TMP8","147.49.40.140"
"66.249.79.106",2015-02-11T15:31:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5834","147.49.40.140"
"66.249.79.106",2015-02-11T15:34:14-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Freverse_pedigree.php%3Fline%3DM120","147.49.40.140"
"66.249.79.98",2015-02-11T15:38:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14151","147.49.40.140"
"66.249.79.106",2015-02-11T15:41:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2207","147.49.40.140"
"66.249.79.98",2015-02-11T15:41:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D990","147.49.40.140"
"66.249.79.114",2015-02-11T15:41:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3559","147.49.40.140"
"66.249.79.114",2015-02-11T15:46:43-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D642","147.49.40.140"
"66.249.79.114",2015-02-11T15:46:48-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D99NZ102","147.49.40.140"
"66.249.79.106",2015-02-11T15:46:55-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14186","147.49.40.140"
"66.249.79.106",2015-02-11T15:52:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2232","147.49.40.140"
"66.249.79.98",2015-02-11T15:53:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15384","147.49.40.140"
"66.249.79.98",2015-02-11T15:56:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5486","147.49.40.140"
"66.249.79.106",2015-02-11T15:56:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12425","147.49.40.140"
"66.249.79.106",2015-02-11T15:56:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DUT95B1216-4260","147.49.40.140"
"66.249.79.106",2015-02-11T16:01:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D534","147.49.40.140"
"66.249.79.98",2015-02-11T16:06:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DSANALTA","147.49.40.140"
"66.249.79.98",2015-02-11T16:06:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8310","147.49.40.140"
"66.249.79.114",2015-02-11T16:11:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9610","147.49.40.140"
"66.249.79.114",2015-02-11T16:12:47-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7714","147.49.40.140"
"66.249.79.98",2015-02-11T16:13:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DCRYSTAL_II","147.49.40.140"
"66.249.79.106",2015-02-11T16:13:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DFEG43-47","147.49.40.140"
"66.249.79.114",2015-02-11T16:14:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3D03WA-208.4","147.49.40.140"
"66.249.79.106",2015-02-11T16:17:53-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14801","147.49.40.140"
"66.249.79.106",2015-02-11T16:19:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1917","147.49.40.140"
"66.249.79.114",2015-02-11T16:19:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DC96-2292","147.49.40.140"
"66.249.79.114",2015-02-11T16:20:30-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2639","147.49.40.140"
"66.249.79.114",2015-02-11T16:23:09-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DOWB_54","147.49.40.140"
"66.249.79.106",2015-02-11T16:24:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8657","147.49.40.140"
"66.249.79.106",2015-02-11T16:25:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D237","147.49.40.140"
"66.249.79.114",2015-02-11T16:26:23-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA04H-122-TMP1","147.49.40.140"
"66.249.79.106",2015-02-11T16:27:12-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8182","147.49.40.140"
"66.249.79.106",2015-02-11T16:28:05-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DFIRLBECK_III-TMP2","147.49.40.140"
"66.249.79.106",2015-02-11T16:29:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4904","147.49.40.140"
"66.249.79.106",2015-02-11T16:34:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DM112","147.49.40.140"
"66.249.79.106",2015-02-11T16:34:26-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D4478","147.49.40.140"
"66.249.79.98",2015-02-11T16:35:20-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14623","147.49.40.140"
"66.249.79.98",2015-02-11T16:35:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3D04WNZ-171","147.49.40.140"
"66.249.79.106",2015-02-11T16:36:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D99NZ60","147.49.40.140"
"66.249.79.106",2015-02-11T16:39:31-08:00,6,"xss csrf id","REQUEST.line%3DK51%252FE%252F%252FS47%252FE-71+GET.line%3DK51%252FE%252F%252FS47%252FE-71","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DK51%252FE%252F%252FS47%252FE-71","147.49.40.140"
"66.249.79.114",2015-02-11T16:39:59-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12156","147.49.40.140"
"66.249.79.98",2015-02-11T16:40:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3D04WA-102.43","147.49.40.140"
"66.249.79.106",2015-02-11T16:43:32-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8992","147.49.40.140"
"66.249.79.114",2015-02-11T16:44:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4640","147.49.40.140"
"66.249.79.98",2015-02-11T16:44:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D402","147.49.40.140"
"66.249.79.114",2015-02-11T16:44:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D6B95-2201","147.49.40.140"
"66.249.79.106",2015-02-11T16:46:48-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D4061","147.49.40.140"
"66.249.79.114",2015-02-11T16:47:48-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4855","147.49.40.140"
"66.249.79.98",2015-02-11T16:49:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DC96-4009","147.49.40.140"
"66.249.79.106",2015-02-11T16:50:20-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D942","147.49.40.140"
"66.249.79.98",2015-02-11T16:52:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10761","147.49.40.140"
"66.249.79.106",2015-02-11T16:53:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D1851","147.49.40.140"
"66.249.79.106",2015-02-11T16:54:52-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DGLABRON","147.49.40.140"
"66.249.79.114",2015-02-11T16:57:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2047","147.49.40.140"
"66.249.79.98",2015-02-11T16:57:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4252","147.49.40.140"
"66.249.79.106",2015-02-11T16:58:32-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1924","147.49.40.140"
"66.249.79.98",2015-02-11T16:59:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D2B91-4450","147.49.40.140"
"66.249.79.106",2015-02-11T17:03:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7703","147.49.40.140"
"66.249.79.114",2015-02-11T17:03:55-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DAC_OXBOW","147.49.40.140"
"66.249.79.98",2015-02-11T17:10:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9955","147.49.40.140"
"66.249.79.106",2015-02-11T17:11:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5690","147.49.40.140"
"66.249.79.106",2015-02-11T17:11:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D5037","147.49.40.140"
"66.249.79.114",2015-02-11T17:12:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DC99-3006","147.49.40.140"
"66.249.79.106",2015-02-11T17:12:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6773","147.49.40.140"
"66.249.79.98",2015-02-11T17:14:26-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1732","147.49.40.140"
"66.249.79.114",2015-02-11T17:17:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13897","147.49.40.140"
"66.249.79.106",2015-02-11T17:18:43-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D96-44-304","147.49.40.140"
"66.249.79.106",2015-02-11T17:19:38-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DOWB_85","147.49.40.140"
"66.249.79.106",2015-02-11T17:20:05-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D4808","147.49.40.140"
